"","x"
"1",0.00224587962867932
"2",0.00072814281016991
"3",0.000428892863120751
"4",0.000505684992753941
"5",0.000529197398389262
"6",7.01811167721758e-06
"7",0.00188876043930231
"8",0.000307134194272269
"9",8.19747985876308e-05
"10",9.70922482955176e-07
"11",5.50261145302776e-05
"12",0.00137266325950438
"13",0.00261723124134555
"14",0.000180830497968653
"15",4.88458241376255e-06
"16",0.000589980332077571
"17",0.000251257559389245
"18",0.00280090469392496
"19",2.48948955532937e-05
"20",7.09158844360569e-07
"21",2.31650901140193e-05
"22",1.22644111459947e-06
"23",2.97286685308163e-06
"24",1.09416656842791e-05
"25",1.80713300757353e-06
"26",6.43095199847328e-06
"27",4.67947689551918e-06
"28",1.72407815108764e-06
"29",2.65686800779766e-06
"30",1.62994686888663e-05
"31",0.000111621635827039
"32",8.32428952668216e-06
"33",5.90123512008313e-06
"34",1.70120288731696e-05
"35",9.74265489644538e-05
"36",5.96318730069416e-07
"37",1.27589707973494e-05
"38",3.47145060654877e-06
"39",2.66865282792378e-06
"40",8.12436044220991e-06
"41",3.39336476125958e-05
"42",3.38678464213101e-07
"43",9.16640052251737e-05
"44",3.58296203002713e-05
"45",1.1433199194904e-05
"46",1.07876877788775e-06
"47",7.72079079750714e-05
"48",1.5126327205172e-06
"49",1.95190053770742e-06
"50",8.03400801606184e-06
"51",0.000143682909432344
"52",3.30215905828637e-06
"53",0.000118326213381261
"54",1.47531901558965e-05
"55",3.15270370062621e-05
"56",2.63957232284532e-05
"57",5.02124925037577e-05
"58",2.63411596329975e-06
"59",2.54267839030039e-07
"60",1.28126108251121e-08
"61",7.75316278002405e-06
"62",5.23636327143494e-06
"63",2.76983581070246e-08
"64",3.53455300759861e-06
"65",1.03429658994516e-05
"66",6.21393593385956e-06
"67",3.69111776139226e-09
"68",7.53479485419233e-06
"69",4.0990262108239e-05
"70",6.8707927823911e-06
"71",5.29522572120364e-06
"72",3.00097245315394e-06
"73",0.000345964798768801
"74",7.96196498353626e-05
"75",6.16579318979143e-05
"76",0.000582975505942704
"77",6.23908829491427e-06
"78",0.00018536427517818
"79",0.00172873057591115
"80",1.12784106449362e-05
"81",0.00188971151245063
"82",0.00132409796737172
"83",0.00195637328910037
"84",3.64273039950182e-06
"85",0.000103503295397638
"86",0.00049804729345816
"87",0.000244416788333065
"88",0.000198492820497917
"89",0.000577528126512531
"90",0.000219785450399985
"91",0.000439263804383053
"92",0.0003144189267091
"93",0.00495794646379065
"94",9.21173548050558e-05
"95",0.0033019528335356
"96",0.000302938159612066
"97",0.00120948750936645
"98",0.000803466501477261
"99",0.00594340692490763
"100",0.00149479738250193
"101",0.00246916401783267
"102",0.00194550017231581
"103",0.00489022304601323
"104",0.000727263005168338
"105",0.00123239974079163
"106",0.00112378099774747
"107",0.000859827858570532
"108",0.00401637335312569
"109",0.000594488823288737
"110",0.00658854721433536
"111",1.36309697929043e-06
"112",0.00422033835653368
"113",0.000383886381336339
"114",7.53514048603617e-06
"115",1.41923527982409e-05
"116",0.000450384665717395
"117",1.3250870546989e-06
"118",3.32052952163103e-05
"119",5.77670659810329e-06
"120",6.9532066291525e-05
"121",0.000460384295924174
"122",0.000476621727867167
"123",0.000226408994477986
"124",2.85415495455379e-06
"125",0.00204420097040348
"126",0.000347271918784529
"127",1.72020212750964e-05
"128",4.60183097549498e-06
"129",3.01582405934498e-05
"130",9.09681308906534e-05
"131",4.92601531496372e-05
"132",0.000242997705455524
"133",0.000224167873255442
"134",1.29415468463459e-05
"135",4.79970042606274e-06
"136",2.08851089163666e-05
"137",5.97675940340781e-05
"138",0.000334653084297406
"139",6.72606789278073e-05
"140",0.000778486786611862
"141",1.7340062153129e-05
"142",0.000933568440492938
"143",0.000192856955952459
"144",0.00157759649199758
"145",0.00119872009529804
"146",0.00707725837076123
"147",0.000655197756610222
"148",0.00270569638410191
"149",0.00129671795241713
"150",0.00198567141103035
"151",0.00069794279270852
"152",0.00106873697061275
"153",0.00301469632163376
"154",3.63290825291272e-05
"155",0.00122210216654889
"156",0.00154426805939288
"157",0.000680066761038403
"158",0.000616311902693734
"159",0.00924345588659402
"160",0.00747922226495906
"161",0.00805855057746897
"162",0.000555422611434839
"163",2.91640857403869e-05
"164",0.000796867814101431
"165",0.00497927230095027
"166",0.00177995960421857
"167",0.00305923070702069
"168",0.00303642560853016
"169",0.00321705937930989
"170",0.0015111152143757
"171",5.83605571121661e-05
"172",0.000259078109355495
"173",0.000298800626199692
"174",0.000595193301228665
"175",3.26928233639376e-06
"176",0.000727914224915503
"177",2.63961038196833e-05
"178",8.94931697632419e-05
"179",0.000222708601587138
"180",0.00119343282332191
"181",0.00490910911891389
"182",0.000109854694028019
"183",1.19306734590147e-06
"184",8.20581137930896e-05
"185",0.000179557736758449
"186",0.00034431007559903
"187",8.01447805914504e-06
"188",3.71869794773889e-06
"189",7.32104840516257e-05
"190",7.72812798437455e-07
"191",1.9315323325764e-05
"192",0.000103293581893352
"193",2.65311251928031e-05
"194",4.67552919563658e-05
"195",3.33798275576221e-07
"196",5.26619001075074e-05
"197",1.00049572760026e-05
"198",7.20848876014544e-05
"199",0.000154782813049131
"200",9.35372919273181e-07
"201",2.69142778432957e-05
"202",0.000475445641285741
"203",3.29271383992736e-05
"204",1.52052350598934e-05
"205",4.3588443846426e-05
"206",1.56926811439094e-05
"207",4.12466457595361e-05
"208",8.65263799054391e-05
"209",8.30272578479174e-05
"210",0.000115865832038179
"211",2.86686422558653e-06
"212",0.0001178304429279
"213",2.37251950024713e-05
"214",8.14985784744019e-05
"215",0.00144315252929606
"216",1.67527250418649e-05
"217",4.6687279403293e-05
"218",7.74182597806836e-06
"219",9.97447560495641e-05
"220",5.26666341440111e-05
"221",8.1111889106082e-05
"222",0.000325559825115987
"223",3.93757811139879e-05
"224",4.18958884481117e-07
"225",0.000163381631966988
"226",0.000692284648497697
"227",6.70808889517899e-05
"228",0.000404229323354652
"229",2.71109561748658e-05
"230",0.000105737287047392
"231",2.44373770943072e-05
"232",9.71024890121626e-05
"233",1.50391492817633e-05
"234",6.74139793162764e-07
"235",8.50343109652223e-06
"236",4.34836305287934e-05
"237",3.7385159551925e-05
"238",2.90664564693215e-05
"239",1.10690963575185e-05
"240",1.70742837368893e-05
"241",0.000294362339802499
"242",0.00011776056406337
"243",0.00015244407727388
"244",2.37272190936781e-06
"245",3.11652650953801e-05
"246",2.49637075791623e-05
"247",9.77652982515211e-05
"248",8.19675103403166e-05
"249",3.78719001522754e-05
"250",5.88597112183901e-06
"251",0.000354176100364699
"252",4.80201966895683e-05
"253",7.93648240556355e-05
"254",4.74723005079338e-05
"255",7.55013409567373e-05
"256",0.000117991120808264
"257",6.83724241601938e-06
"258",8.81677267462766e-05
"259",0.000765477744138359
"260",2.69037045527963e-05
"261",0.000140986562670966
"262",0.000180719493522461
"263",6.69200685755735e-05
"264",0.000135979098837038
"265",0.000617320272504365
"266",0.000254879561650725
"267",7.4300909544195e-07
"268",0.000150774837293088
"269",0.00158920176785685
"270",3.73915148787331e-06
"271",0.000885748652992798
"272",6.78327953420768e-06
"273",4.35196396523928e-05
"274",0.000272188995009069
"275",2.30729685666328e-05
"276",5.72815251078757e-06
"277",1.0931012544184e-06
"278",0.000175417015657529
"279",6.17509299756837e-05
"280",1.77883455902689e-05
"281",2.19325660201564e-05
"282",8.91227101088125e-05
"283",0.000108885800665043
"284",2.92773497699467e-06
"285",9.13111190926045e-07
"286",0.000224476546930604
"287",0.000994393066452558
"288",5.26192674879262e-05
"289",6.72917156801023e-05
"290",3.11633486370826e-05
"291",0.000154079880702644
"292",0.000372331062085732
"293",4.82946126419697e-05
"294",1.59757987568164e-05
"295",0.00022437267270725
"296",0.0008299628773996
"297",7.44543794886537e-05
"298",2.23093232621372e-06
"299",7.37051085254806e-05
"300",0.000329159390375226
"301",1.746886510338e-06
"302",0.000163925420719338
"303",4.3256891087891e-06
"304",2.0843264706598e-06
"305",1.24261021357527e-08
"306",0.00010151287130648
"307",7.05708900857487e-06
"308",7.6888011581677e-06
"309",2.04075678890952e-06
"310",5.08019496367842e-05
"311",6.39906054160381e-06
"312",1.8242973771622e-05
"313",1.74235026357401e-05
"314",2.54090950309097e-06
"315",5.17503792182135e-05
"316",1.08966585475626e-07
"317",1.61380462956505e-06
"318",7.04230567245922e-05
"319",2.18385232293282e-05
"320",1.48118849666285e-07
"321",1.00107488259759e-06
"322",0.00018896578962485
"323",0.00017544823551438
"324",0.000104760964512238
"325",3.8402265553803e-05
"326",2.27826647378804e-05
"327",1.41325123649786e-05
"328",0.00024012561340484
"329",3.68378017147191e-05
"330",1.12566663288857e-05
"331",0.000159168567048614
"332",2.37924744640165e-06
"333",2.28585245995245e-05
"334",3.08694085859327e-05
"335",6.53700765669925e-07
"336",3.29301351015055e-05
"337",0.000609966926758803
"338",0.000279331983994641
"339",0.000119199811139554
"340",2.14323675116516e-07
"341",5.19313171409147e-05
"342",1.34040839434302e-05
"343",0.000625212407903517
"344",9.62871599147769e-05
"345",9.58913902893515e-05
"346",0.000365794419187638
"347",1.42012978878284e-05
"348",1.30652200933904e-05
"349",7.69523644759303e-05
"350",0.00031086899847643
"351",5.5040406133575e-07
"352",8.88115538172596e-05
"353",1.01437013774035e-06
"354",4.31432555980362e-05
"355",1.94534760153762e-05
"356",2.427292481403e-05
"357",4.29456986211252e-06
"358",0.000152230788152246
"359",0.000135722126264284
"360",0.000113912904624594
"361",5.64338633666152e-05
"362",2.00376245371565e-05
"363",0.000137674734462115
"364",0.000291689572309923
"365",1.74616973313509e-06
"366",2.55929831053401e-05
"367",0.000144223394508022
"368",0.00109336376314007
"369",0.000112280778464179
"370",3.08840340083296e-05
"371",0.000187695688343152
"372",0.000426729153848677
"373",2.57337220449587e-05
"374",0.000255688934945001
"375",4.80412539036087e-05
"376",1.25763075369015e-05
"377",0.000111459292942174
"378",0.00017756409273317
"379",8.42797463720011e-05
"380",1.86205664626246e-05
"381",1.27804801049097e-05
"382",5.1844505832893e-05
"383",4.0538361460154e-05
"384",6.71979437539338e-08
"385",0.00108959827472201
"386",4.5782731480351e-05
"387",1.7234385587295e-06
"388",3.06312160863779e-05
"389",1.82498907654293e-06
"390",2.12382335246108e-05
"391",5.96885293706787e-05
"392",1.28589401280979e-05
"393",2.29727401763768e-06
"394",0.000268997899084711
"395",2.08352355251406e-05
"396",0.000211554834496941
"397",4.40331254302793e-06
"398",2.49180527968374e-05
"399",1.56830989674147e-05
"400",0.000179010454587219
"401",0.00021350033153344
"402",5.3491509284324e-05
"403",7.18496157343373e-05
"404",1.53912156761801e-05
"405",0.000189370272914023
"406",6.80124019216743e-05
"407",1.31996527471377e-06
"408",4.75688168638047e-05
"409",0.000351890907728269
"410",0.000441049702116688
"411",3.5075004652571e-06
"412",2.21686652919979e-07
"413",1.73249717198625e-06
"414",1.3009724694186e-05
"415",2.212997728788e-05
"416",0.000288680607589681
"417",4.91355580664271e-05
"418",0.000332533840782015
"419",3.02097721246824e-05
"420",6.13258437248209e-08
"421",1.73399381781711e-05
"422",0.000217227571749304
"423",5.45086592402888e-07
"424",3.49300987599257e-06
"425",9.21301698800536e-06
"426",4.13077845618605e-05
"427",2.85267059120409e-05
"428",1.58772661625478e-05
"429",9.82933718308743e-06
"430",0.000261019641580702
"431",0.000766776569471527
"432",6.73272773838491e-05
"433",1.11927624494234e-05
"434",2.36217360486543e-06
"435",0.000121408743705263
"436",0.000303860423196503
"437",3.85344401166118e-05
"438",7.44301209649214e-06
"439",0.000172436955326548
"440",0.000832813460588259
"441",0.000139137921717019
"442",3.65585435045893e-07
"443",0.000207544718562648
"444",0.000322892507575772
"445",0.000107847532038441
"446",7.25280271016962e-05
"447",3.29017509901414e-05
"448",2.7246149199163e-06
"449",1.61193417410293e-06
"450",0.000109132875279731
"451",1.12664879644191e-05
"452",1.70473866218779e-05
"453",1.35652163787453e-05
"454",0.000107301793917798
"455",2.29915310625154e-05
"456",9.64677855157172e-07
"457",0.000932027268801987
"458",6.87335254327391e-05
"459",1.30728276278975e-06
"460",1.93261030144408e-05
"461",7.99678582205717e-07
"462",3.84667195199204e-05
"463",5.37327454560265e-07
"464",2.11585423588899e-06
"465",1.01111866841567e-05
"466",0.000308928067561988
"467",0.000411316926057559
"468",8.65713424478035e-05
"469",7.28713191743413e-05
"470",0.000102556500108701
"471",1.89560522724632e-06
"472",0.000119465698336671
"473",4.07771285931994e-07
"474",1.62027814488041e-05
"475",3.34427477260651e-05
"476",1.56721039323188e-05
"477",0.000109623850594796
"478",0.00018356808000156
"479",5.70524266528404e-05
"480",2.13976384542305e-05
"481",0.000760209999251548
"482",0.000274781601661078
"483",8.53895724433221e-05
"484",1.28023634412459e-05
"485",5.32369952331262e-05
"486",7.97623795295811e-07
"487",0.000122576762335046
"488",0.000144242116128001
"489",9.26284121418008e-06
"490",0.000240509107657146
"491",1.11470407125315e-05
"492",3.25267730007841e-05
"493",2.11265223852212e-07
"494",0.000231077562452449
"495",6.62975640694462e-05
"496",4.44360019966859e-05
"497",2.90228416464331e-05
"498",2.53852506863274e-05
"499",5.32117361199911e-06
"500",3.97373545620575e-05
"501",5.61301225271224e-06
"502",0.000126523643954301
"503",0.000184704176863554
"504",4.42148127400706e-05
"505",5.75125533866844e-09
"506",7.2400288437041e-06
"507",0.000217086104444533
"508",0.000393609544964561
"509",2.12423728176859e-05
"510",3.88259567648588e-06
"511",0.000208320242003662
"512",0.00103723821891017
"513",6.02941777426031e-06
"514",1.35711013915202e-05
"515",0.000245777694095989
"516",0.000480742240831123
"517",3.05877449278721e-05
"518",0.000208225799484294
"519",4.19602229511731e-05
"520",3.95443765749944e-07
"521",0.000214964299825495
"522",0.000206125406301147
"523",3.18629013819789e-05
"524",8.39847985777322e-05
"525",1.29182315137932e-05
"526",8.7977486777809e-05
"527",6.77405687932903e-09
"528",1.56040971014842e-05
"529",0.000153018144499056
"530",1.00125091283931e-05
"531",5.01802315373053e-05
"532",9.78929350551044e-06
"533",1.60315254038061e-05
"534",2.99457715426455e-05
"535",0.000103138881981947
"536",2.11446930119519e-10
"537",8.74511775023436e-05
"538",0.000193888933147873
"539",9.23480790602026e-05
"540",6.10220887919376e-05
"541",5.87625862808291e-06
"542",7.02082974520493e-05
"543",9.58024873952543e-07
"544",0.000253824866996394
"545",8.31303026196722e-05
"546",1.44263115925585e-05
"547",3.89273805115182e-05
"548",1.12605996375645e-06
"549",1.29726367142276e-07
"550",0.000129758012822561
"551",2.58033991820196e-06
"552",7.00091188725074e-05
"553",2.76986806047942e-05
"554",0.000535113439948754
"555",8.7224513921744e-05
"556",3.45876747385358e-08
"557",8.38701685932872e-05
"558",5.77434860326978e-06
"559",0.000478508160204007
"560",8.00260909460484e-05
"561",4.8564273743879e-05
"562",0.000173305211902967
"563",3.41283343114557e-05
"564",3.75460632794704e-06
"565",9.22982753103122e-05
"566",1.3094416173465e-05
"567",2.53523457546999e-05
"568",5.58157841206927e-05
"569",0.000120365300990013
"570",1.36868690359328e-05
"571",1.51384279005494e-05
"572",6.84438461402702e-06
"573",0.000447227097251741
"574",0.000103594972475597
"575",0.000146484438679888
"576",5.54351390403438e-05
"577",0.000358909578239922
"578",7.11118777360412e-06
"579",0.000619701782347673
"580",0.000102438047899387
"581",0.000147731815019233
"582",0.000107063403576483
"583",4.12473129635553e-07
"584",7.80301480643877e-05
"585",0.000112282014629008
"586",9.8128691336225e-05
"587",4.09648585461758e-05
"588",0.000266730346681258
"589",1.7885215578638e-05
"590",1.58322645339024e-05
"591",2.39535460323718e-05
"592",0.000219226223028423
"593",1.18760862367814e-06
"594",5.43828658514732e-05
"595",1.49998412179688e-05
"596",6.12962340513849e-07
"597",2.14685450400448e-08
"598",0.000417792630607374
"599",5.56405667776274e-05
"600",3.52885492793723e-05
"601",8.49442125267124e-05
"602",3.54619529468845e-06
"603",5.33029243041133e-06
"604",5.96070218374394e-05
"605",8.18941577317698e-05
"606",6.37646569870038e-05
"607",9.34896366932644e-07
"608",9.2894966341167e-05
"609",1.39238584148694e-05
"610",0.000110628035011454
"611",3.72870370846346e-06
"612",1.35801808002142e-06
"613",4.76008184325309e-05
"614",2.76894117074285e-05
"615",4.15386150899448e-05
"616",0.000124635855448855
"617",0.000105450168242071
"618",0.000137187950818086
"619",0.000159112018891665
"620",6.50132828439487e-05
"621",4.18898046747897e-06
"622",0.000138847786886723
"623",1.65672839256255e-07
"624",1.68843613806941e-06
"625",3.88242451363757e-05
"626",4.3383750944596e-06
"627",6.93686598544902e-05
"628",6.11695203043832e-06
"629",2.21556426879976e-06
"630",4.92554671462957e-05
"631",6.9875914406292e-07
"632",7.0498291055284e-05
"633",4.51414972490204e-06
"634",0.000165894351026965
"635",0.000818739406489491
"636",0.000129008582494775
"637",0.000453168060260285
"638",0.000194606309933817
"639",5.69685298543972e-07
"640",0.000418626595132056
"641",0.00198655962413149
"642",8.50970878484651e-08
"643",0.000579574478263838
"644",0.000197093718497492
"645",7.39368669638095e-05
"646",0.000521274338947149
"647",0.000430591674372381
"648",2.85218148278641e-06
"649",3.12838892509191e-05
"650",6.97596269000797e-05
"651",0.000114787036660995
"652",0.000265250629138172
"653",1.10061944838115e-05
"654",0.000453736656081199
"655",0.000885818174496394
"656",0.00109206061245053
"657",0.000471383721538369
"658",0.000416058155196876
"659",0.000252396700975934
"660",0.0001597592586367
"661",0.000240271327318157
"662",3.75207138340634e-05
"663",2.58042541480785e-05
"664",3.18500072692952e-06
"665",0.000847376120919462
"666",0.000863877536923156
"667",0.000369606570919814
"668",0.000162501399156391
"669",0.00114630831447392
"670",0.000208004087257597
"671",0.000182830111763106
"672",1.79728760846786e-06
"673",0.000581400664015705
"674",1.47079191856876e-07
"675",9.8874903755079e-05
"676",2.56596971937521e-06
"677",3.00773114431565e-08
"678",1.73351033700624e-05
"679",0.000219885314730869
"680",4.26536786287829e-05
"681",0.000339746583938363
"682",0.000527321986148513
"683",0.0029715751899761
"684",0.00149690968450576
"685",0.00126238787869398
"686",0.000749635137837894
"687",0.0118231948434416
"688",0.00277583146852141
"689",7.79014918880636e-05
"690",0.00145690358509164
"691",0.000727891036774801
"692",0.00205946771354264
"693",4.56968485576066e-05
"694",0.00129547136066111
"695",6.4055894679823e-05
"696",0.00114940751118809
"697",1.58357867182494e-05
"698",0.00127823622952695
"699",0.000104049484036508
"700",0.000115384543751415
"701",4.64940045434192e-06
"702",0.000186764948411028
"703",3.42694091370698e-08
"704",0.000305199129368203
"705",0.000259283247772604
"706",0.000688090606074176
"707",2.47069756652168e-09
"708",0.000345097448633561
"709",0.000299594561736392
"710",8.90162038922883e-05
"711",0.000113458101465429
"712",0.000374484390135783
"713",1.90530743296889e-05
"714",0.000177038204339382
"715",1.77570805937943e-06
"716",0.000134948227096774
"717",6.81361714262942e-05
"718",0.000533369050629175
"719",0.00241313926096514
"720",9.40078054219984e-05
"721",0.00414096382504548
"722",0.000257249724292255
"723",1.31177065432476e-05
"724",0.000609898165900943
"725",0.000199481379064226
"726",0.000325283024592666
"727",0.000216545614643309
"728",8.43974142874775e-05
"729",0.000218691777065549
"730",0.00100660941507701
"731",0.0141859770378992
"732",0.00647462350263946
"733",0.00799603211175339
"734",0.000693701041369112
"735",0.000168335002959024
"736",0.00338841999972738
"737",6.27129002984132e-05
"738",0.000420545105673186
"739",0.00852701391374901
"740",0.00658203196918698
"741",0.00723598007581236
"742",0.000290252826797017
"743",0.00020932313174085
"744",0.00248696964385872
"745",6.29034120159193e-05
"746",1.0134190606496e-05
"747",6.38608141196604e-05
"748",0.000929874816736251
"749",5.8085053128072e-05
"750",2.63881003965757e-05
"751",2.51914717173525e-05
"752",1.43467625133958e-05
"753",0.000473552683613398
"754",0.000296280700817562
"755",0.000203723305342638
"756",0.000502460815481318
"757",0.000123622450490554
"758",0.00057188924281287
"759",0.000735631347292854
"760",0.000452076991348172
"761",1.28814110321401e-06
"762",5.06632387365884e-05
"763",0.000453041001012043
"764",3.06015306956292e-05
"765",0.000110339069514286
"766",0.000438092234206761
"767",3.71828104011928e-05
"768",4.72562029874642e-05
"769",8.34692748171581e-05
"770",8.94108166728471e-05
"771",0.000361173553978737
"772",4.26746178102815e-06
"773",2.09476220727412e-06
"774",3.76508852048915e-05
"775",2.31151520969486e-05
"776",2.0228921516276e-05
"777",2.82192205521311e-06
"778",8.95944833802788e-05
"779",9.44671595363517e-05
"780",7.34303459588289e-06
"781",0.000305691291758289
"782",1.55601682652189e-05
"783",0.000445143624152838
"784",1.39918975178762e-05
"785",1.6109642415603e-05
"786",9.8076832810032e-05
"787",0.00021413201963416
"788",0.000142825703787581
"789",2.09366502875185e-05
"790",6.21527181897745e-06
"791",1.6075973452035e-06
"792",6.5664964825455e-05
"793",0.000153647771528669
"794",7.80943338000642e-05
"795",0.000161929631361078
"796",3.73405732187265e-05
"797",1.84016328893357e-06
"798",0.000219022221842852
"799",4.2473777698661e-05
"800",5.38879906243626e-05
"801",9.63479188881095e-06
"802",7.01812286898361e-05
"803",3.27807410342404e-05
"804",4.98999314183309e-05
"805",0.000584809908775906
"806",0.000244801849359379
"807",0.000449924695093796
"808",9.06742082516329e-08
"809",5.52342642608361e-05
"810",9.79373355894931e-05
"811",0.000110180105704082
"812",7.48001998283709e-05
"813",0.00013873752651635
"814",0.0008805425770945
"815",0.000165040980027567
"816",2.90241034423244e-05
"817",8.58099332567165e-06
"818",3.3171216908537e-07
"819",0.000192770382433353
"820",2.10228925204029e-06
"821",0.00014024721829184
"822",0.000606203468816266
"823",9.94253799052939e-05
"824",0.000126091064093835
"825",0.00017490248751243
"826",9.21710289001141e-05
"827",9.86849398365144e-05
"828",7.76929386857818e-07
"829",1.6581496431613e-05
"830",0.000200774442004508
"831",1.4756647976287e-05
"832",1.33316857582803e-05
"833",6.53426306932597e-05
"834",3.27405433792941e-06
"835",0.000168793790568375
"836",2.423329114854e-06
"837",8.18568852840466e-05
"838",1.65383539441019e-05
"839",3.87750565594453e-05
"840",2.99913971597668e-05
"841",8.61007740180952e-07
"842",6.08048005828358e-05
"843",0.000130789563407382
"844",0.000103547597115491
"845",1.29124464291974e-05
"846",0.000179614221244968
"847",3.5630910520154e-08
"848",0.000102151788286522
"849",0.000123681132313581
"850",1.52942903239747e-06
"851",1.67630567469535e-05
"852",0.000549275252145231
"853",9.56191320074454e-06
"854",0.000176473819354036
"855",0.000215606669814552
"856",0.000100939833268225
"857",1.80829987440973e-05
"858",0.000119945779406434
"859",3.99788644984582e-06
"860",0.000101038873494719
"861",3.42272663147789e-05
"862",8.3497858726039e-05
"863",1.7155959677791e-06
"864",3.2747463400035e-07
"865",0.00442342559640068
"866",0.00392093749521164
"867",0.00322039511034349
"868",0.00065312979730317
"869",0.000466808294599701
"870",0.00186472655280518
"871",0.00179011649373761
"872",0.000445456207179009
"873",0.0152474682384508
"874",0.000861291733224341
"875",0.00189565708745074
"876",0.00067528089551197
"877",0.00069878379887655
"878",0.000329584588913912
"879",0.00299005673064551
"880",0.000194161764752446
"881",0.000344459514322673
"882",0.00125378624605923
"883",0.000209895841529848
"884",0.000306115401379838
"885",3.3084643147015e-05
"886",0.000137055830310822
"887",1.80369679591794e-05
"888",0.000332924593053455
"889",0.00330363667724122
"890",0.000947032777084239
"891",0.00675926796654278
"892",0.000320623192935141
